user_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
516108419,0,1,123.56,2,2,1,Loyal
516117924,0,1,975.57,2,2,2,Champion
516118597,0,1,946.97,2,2,2,Champion
516122557,0,1,303.45,2,2,2,Champion
516124288,0,3,642.64,2,2,2,Champion
516124835,0,1,738.61,2,2,2,Champion
516136667,0,1,278.24,2,2,2,Champion
516190525,0,1,33.21,2,2,1,Loyal
516196327,0,1,15.42,2,2,1,Loyal
516197015,0,1,514.76,2,2,2,Champion
516198933,0,2,1135.7,2,2,2,Champion
516201000,0,1,45.82,2,2,1,Loyal
516201131,0,2,45.0,2,2,1,Loyal
516201757,0,1,174.76,2,2,1,Loyal
516201921,0,1,1012.19,2,2,2,Champion
516203431,0,1,56.63,2,2,1,Loyal
516204128,0,1,95.21,2,2,1,Loyal
516204501,0,1,113.0,2,2,1,Loyal
516205307,0,1,1662.56,2,2,2,Champion
516207308,0,3,1470.89,2,2,2,Champion
516217480,0,1,975.57,2,2,2,Champion
516218863,0,2,736.08,2,2,2,Champion
516219935,0,1,197.52,2,2,1,Loyal
516221120,0,1,153.67,2,2,1,Loyal
516221463,0,2,736.9300000000001,2,2,2,Champion
516222335,0,1,268.99,2,2,2,Champion
516223609,0,1,51.43,2,2,1,Loyal
516231378,0,1,195.6,2,2,1,Loyal
516235540,0,1,437.57,2,2,2,Champion
516237176,0,1,669.0,2,2,2,Champion
516237294,0,1,130.7,2,2,1,Loyal
516246230,0,2,181.5,2,2,1,Loyal
516252897,0,1,179.35,2,2,1,Loyal
516255627,0,1,879.96,2,2,2,Champion
516267882,0,1,975.56,2,2,2,Champion
516268542,0,2,283.38,2,2,2,Champion
516269482,0,1,42.68,2,2,1,Loyal
516278990,0,1,311.84,2,2,2,Champion
516282824,0,1,617.52,2,2,2,Champion
516288374,0,1,808.27,2,2,2,Champion
516289205,0,1,124.84,2,2,1,Loyal
516291165,0,1,464.06,2,2,2,Champion
516293295,0,1,180.16,2,2,1,Loyal
516297758,0,1,197.52,2,2,1,Loyal
516300282,0,2,1543.86,2,2,2,Champion
516304158,0,1,419.6,2,2,2,Champion
516304604,0,2,223.89,2,2,1,Loyal
516308290,0,2,2092.91,2,2,2,Champion
516308445,0,1,8.62,2,2,1,Loyal
516314805,0,1,975.56,2,2,2,Champion
516319282,0,1,553.4,2,2,2,Champion
516321891,0,1,89.32,2,2,1,Loyal
516326225,0,5,974.8399999999999,2,2,2,Champion
516337741,0,1,149.11,2,2,1,Loyal
516343955,0,1,174.46,2,2,1,Loyal
516348679,0,1,161.93,2,2,1,Loyal
516352109,0,2,378.54999999999995,2,2,2,Champion
516353280,0,1,464.06,2,2,2,Champion
516355239,0,1,286.86,2,2,2,Champion
516359889,0,1,1080.72,2,2,2,Champion
516367664,0,2,1926.54,2,2,2,Champion
516371672,0,1,957.53,2,2,2,Champion
516391634,0,1,278.54,2,2,2,Champion
516396816,0,1,128.68,2,2,1,Loyal
516401885,0,1,189.82,2,2,1,Loyal
516402435,0,1,511.71,2,2,2,Champion
516407514,0,1,231.64,2,2,1,Loyal
516408774,0,1,738.39,2,2,2,Champion
516409874,0,8,2932.66,2,2,2,Champion
516414397,0,1,115.83,2,2,1,Loyal
516414626,0,5,881.66,2,2,2,Champion
516417030,0,1,136.43,2,2,1,Loyal
516424375,0,1,41.16,2,2,1,Loyal
516426424,0,1,161.98,2,2,1,Loyal
516430999,0,1,386.08,2,2,2,Champion
516433070,0,1,164.17,2,2,1,Loyal
516437665,0,1,241.18,2,2,1,Loyal
516445103,0,1,603.5,2,2,2,Champion
516447587,0,1,179.35,2,2,1,Loyal
516447801,0,2,2025.54,2,2,2,Champion
516450951,0,1,174.45,2,2,1,Loyal
516454137,0,1,254.76,2,2,2,Champion
516457188,0,1,787.11,2,2,2,Champion
516461845,0,1,429.61,2,2,2,Champion
516464130,0,2,358.72,2,2,2,Champion
516464875,0,1,571.56,2,2,2,Champion
516469635,0,1,172.18,2,2,1,Loyal
516478603,0,1,864.86,2,2,2,Champion
516483276,0,1,130.7,2,2,1,Loyal
516489361,0,1,257.15,2,2,2,Champion
516489628,0,2,495.94,2,2,2,Champion
516502405,0,1,203.74,2,2,1,Loyal
516542439,0,1,334.6,2,2,2,Champion
516545777,0,1,1415.48,2,2,2,Champion
516549788,0,1,192.54,2,2,1,Loyal
516551175,0,2,261.4,2,2,2,Champion
516556098,0,1,161.93,2,2,1,Loyal
516556913,0,3,279.28000000000003,2,2,2,Champion
516574564,0,1,368.04,2,2,2,Champion
516589613,0,1,286.86,2,2,2,Champion
516597507,0,1,185.7,2,2,1,Loyal
516603109,0,1,253.31,2,2,1,Loyal
516606449,0,1,514.76,2,2,2,Champion
516606895,0,3,1166.43,2,2,2,Champion
516612217,0,1,447.86,2,2,2,Champion
516614527,0,1,148.88,2,2,1,Loyal
516616624,0,1,1206.78,2,2,2,Champion
516621180,0,1,174.45,2,2,1,Loyal
516621399,0,1,106.31,2,2,1,Loyal
516623587,0,1,197.52,2,2,1,Loyal
516627397,0,2,936.13,2,2,2,Champion
516634933,0,1,115.23,2,2,1,Loyal
516635526,0,1,223.43,2,2,1,Loyal
516641540,0,4,1102.8999999999999,2,2,2,Champion
516654572,0,1,579.16,2,2,2,Champion
516662112,0,1,104.22,2,2,1,Loyal
516670531,0,1,253.31,2,2,1,Loyal
516671825,0,1,105.28,2,2,1,Loyal
516679764,0,1,1415.48,2,2,2,Champion
516689034,0,1,72.66,2,2,1,Loyal
516690999,0,1,177.44,2,2,1,Loyal
516691126,0,2,1861.06,2,2,2,Champion
516702512,0,2,384.96,2,2,2,Champion
516714492,0,1,254.26,2,2,1,Loyal
516721346,0,1,464.08,2,2,2,Champion
516727770,0,1,64.33,2,2,1,Loyal
516730774,0,1,975.56,2,2,2,Champion
516734272,0,1,100.13,2,2,1,Loyal
516751387,0,1,130.76,2,2,1,Loyal
516776909,0,1,203.35,2,2,1,Loyal
516776950,0,1,1012.64,2,2,2,Champion
516796169,0,1,64.33,2,2,1,Loyal
516799613,0,1,360.08,2,2,2,Champion
516809784,0,2,379.64,2,2,2,Champion
516817045,0,2,16.88,2,2,1,Loyal
516835591,0,1,102.84,2,2,1,Loyal
516842880,0,1,74.57,2,2,1,Loyal
516855221,0,1,82.63,2,2,1,Loyal
516858997,0,2,1348.54,2,2,2,Champion
516862222,0,1,254.76,2,2,2,Champion
516864197,0,1,72.84,2,2,1,Loyal
516869458,0,1,357.25,2,2,2,Champion
516871531,0,1,161.93,2,2,1,Loyal
516871672,0,1,130.6,2,2,1,Loyal
516880510,0,1,22.39,2,2,1,Loyal
516881016,0,1,161.93,2,2,1,Loyal
516885410,0,1,130.76,2,2,1,Loyal
516892156,0,1,254.26,2,2,1,Loyal
516910968,0,1,241.18,2,2,1,Loyal
516931335,0,1,51.2,2,2,1,Loyal
516986401,0,1,304.25,2,2,2,Champion
516987591,0,1,241.18,2,2,1,Loyal
516988457,0,1,278.24,2,2,2,Champion
516994141,0,1,642.2,2,2,2,Champion
516997732,0,1,391.9,2,2,2,Champion
516998232,0,3,489.34000000000003,2,2,2,Champion
517000425,0,1,120.21,2,2,1,Loyal
517000949,0,1,138.46,2,2,1,Loyal
517010638,0,1,38.32,2,2,1,Loyal
517011946,0,1,66.87,2,2,1,Loyal
517012845,0,1,185.71,2,2,1,Loyal
517013946,0,3,1732.08,2,2,2,Champion
517017904,0,1,189.97,2,2,1,Loyal
517027937,0,1,10.27,2,2,1,Loyal
517028589,0,1,150.7,2,2,1,Loyal
517029376,0,1,975.57,2,2,2,Champion
517030128,0,1,377.14,2,2,2,Champion
517031024,0,1,254.76,2,2,2,Champion
517033904,0,2,947.3700000000001,2,2,2,Champion
517038345,0,1,59.18,2,2,1,Loyal
517041134,0,1,150.7,2,2,1,Loyal
517047349,0,1,348.53,2,2,2,Champion
517051449,0,2,1129.73,2,2,2,Champion
517056106,0,1,946.97,2,2,2,Champion
517057946,0,1,1747.79,2,2,2,Champion
517058982,0,1,975.57,2,2,2,Champion
517064324,0,1,154.39,2,2,1,Loyal
517067518,0,1,174.12,2,2,1,Loyal
517080261,0,1,64.35,2,2,1,Loyal
517080750,0,1,72.05,2,2,1,Loyal
517090194,0,1,63.06,2,2,1,Loyal
517094918,0,1,164.47,2,2,1,Loyal
517105465,0,1,738.61,2,2,2,Champion
517129285,0,1,339.75,2,2,2,Champion
517129864,0,1,189.91,2,2,1,Loyal
517130259,0,5,1365.97,2,2,2,Champion
517144611,0,1,130.76,2,2,1,Loyal
517151999,0,1,197.95,2,2,1,Loyal
517158594,0,1,506.29,2,2,2,Champion
517162182,0,1,97.27,2,2,1,Loyal
517162536,0,1,230.89,2,2,1,Loyal
517163214,0,1,89.83,2,2,1,Loyal
517171870,0,1,278.54,2,2,2,Champion
517173433,0,1,1413.16,2,2,2,Champion
517181642,0,1,130.62,2,2,1,Loyal
517183407,0,1,464.06,2,2,2,Champion
517186950,0,3,580.56,2,2,2,Champion
517192136,0,1,1747.79,2,2,2,Champion
517198314,0,1,128.42,2,2,1,Loyal
517209587,0,1,254.76,2,2,2,Champion
517214323,0,1,174.78,2,2,1,Loyal
517215243,0,1,179.39,2,2,1,Loyal
517217866,0,1,24.43,2,2,1,Loyal
517222711,0,1,174.45,2,2,1,Loyal
517227721,0,1,746.29,2,2,2,Champion
517243251,0,1,295.94,2,2,2,Champion
517261034,0,2,323.86,2,2,2,Champion
517266288,0,1,193.03,2,2,1,Loyal
517276672,0,1,373.21,2,2,2,Champion
517280191,0,2,308.2,2,2,2,Champion
517290386,0,1,738.61,2,2,2,Champion
517300120,0,1,96.53,2,2,1,Loyal
517301267,0,1,282.2,2,2,2,Champion
517317524,0,2,360.32,2,2,2,Champion
517320629,0,1,130.76,2,2,1,Loyal
517330690,0,1,630.65,2,2,2,Champion
517342181,0,1,282.2,2,2,2,Champion
517401784,0,2,236.04,2,2,1,Loyal
517410542,0,1,97.79,2,2,1,Loyal
517413325,0,4,2545.67,2,2,2,Champion
517417670,0,3,810.78,2,2,2,Champion
517417856,0,1,643.26,2,2,2,Champion
517420460,0,2,855.71,2,2,2,Champion
517422059,0,1,95.21,2,2,1,Loyal
517438679,0,1,259.98,2,2,2,Champion
517439039,0,1,17.25,2,2,1,Loyal
517445543,0,1,64.08,2,2,1,Loyal
517453350,0,1,115.41,2,2,1,Loyal
517457516,0,1,97.79,2,2,1,Loyal
517460166,0,1,513.81,2,2,2,Champion
517461849,0,1,177.44,2,2,1,Loyal
517465372,0,1,24.2,2,2,1,Loyal
517472791,0,1,251.74,2,2,1,Loyal
517476357,0,2,514.44,2,2,2,Champion
517480917,0,1,733.81,2,2,2,Champion
517483688,0,1,507.86,2,2,2,Champion
517484986,0,2,1618.2600000000002,2,2,2,Champion
517488382,0,1,253.31,2,2,1,Loyal
517490458,0,1,46.31,2,2,1,Loyal
517493010,0,1,133.67,2,2,1,Loyal
517495421,0,1,587.56,2,2,2,Champion
517496793,0,1,308.65,2,2,2,Champion
517499777,0,1,254.26,2,2,1,Loyal
517505979,0,1,286.86,2,2,2,Champion
517506113,0,1,208.23,2,2,1,Loyal
517519021,0,1,66.67,2,2,1,Loyal
517529110,0,1,513.81,2,2,2,Champion
517540956,0,2,321.5,2,2,2,Champion
517546021,0,1,203.35,2,2,1,Loyal
517549179,0,1,1052.79,2,2,2,Champion
517554689,0,1,733.81,2,2,2,Champion
517565718,0,2,1574.2,2,2,2,Champion
517565992,0,1,360.08,2,2,2,Champion
517567208,0,1,66.67,2,2,1,Loyal
517570673,0,1,159.69,2,2,1,Loyal
517575585,0,2,1750.31,2,2,2,Champion
517577978,0,1,975.56,2,2,2,Champion
517584729,0,1,975.57,2,2,2,Champion
517606600,0,1,257.04,2,2,2,Champion
517617046,0,1,642.95,2,2,2,Champion
517635829,0,2,1530.03,2,2,2,Champion
517643662,0,1,452.81,2,2,2,Champion
517646155,0,1,161.93,2,2,1,Loyal
517656095,0,1,185.7,2,2,1,Loyal
517663086,0,1,247.08,2,2,1,Loyal
517670268,0,1,975.56,2,2,2,Champion
517672882,0,1,150.7,2,2,1,Loyal
517681482,0,2,25.68,2,2,1,Loyal
517682460,0,2,570.87,2,2,2,Champion
517683119,0,1,130.7,2,2,1,Loyal
517684195,0,1,286.86,2,2,2,Champion
517684504,0,1,360.34,2,2,2,Champion
517690078,0,1,422.09,2,2,2,Champion
517702172,0,2,95.19,2,2,1,Loyal
517709060,0,1,49.16,2,2,1,Loyal
517709095,0,1,130.73,2,2,1,Loyal
517710625,0,2,1029.46,2,2,2,Champion
517710736,0,2,176.27999999999997,2,2,1,Loyal
517719222,0,1,286.86,2,2,2,Champion
517723589,0,1,130.76,2,2,1,Loyal
517732701,0,1,128.61,2,2,1,Loyal
517745636,0,2,352.14,2,2,2,Champion
517801983,0,1,617.75,2,2,2,Champion
517802997,0,1,965.02,2,2,2,Champion
517806574,0,1,33.44,2,2,1,Loyal
517815788,0,1,33.44,2,2,1,Loyal
517816301,0,1,975.57,2,2,2,Champion
517816359,0,1,66.87,2,2,1,Loyal
517817468,0,1,133.67,2,2,1,Loyal
517825097,0,1,975.57,2,2,2,Champion
517834352,0,1,46.31,2,2,1,Loyal
517835242,0,1,164.71,2,2,1,Loyal
517835572,0,1,130.7,2,2,1,Loyal
517855996,0,1,365.49,2,2,2,Champion
517857007,0,2,1473.42,2,2,2,Champion
517864279,0,1,196.68,2,2,1,Loyal
517871701,0,1,957.53,2,2,2,Champion
517875526,0,4,755.76,2,2,2,Champion
517883707,0,1,386.88,2,2,2,Champion
517885428,0,1,130.76,2,2,1,Loyal
517888204,0,1,385.59,2,2,2,Champion
517888308,0,2,1850.5,2,2,2,Champion
517892631,0,1,11.04,2,2,1,Loyal
517893246,0,1,579.68,2,2,2,Champion
517896299,0,1,1093.95,2,2,2,Champion
517897687,0,1,105.28,2,2,1,Loyal
517910395,0,1,231.64,2,2,1,Loyal
517918947,0,1,975.56,2,2,2,Champion
517921237,0,1,975.57,2,2,2,Champion
517922192,0,1,818.41,2,2,2,Champion
517922397,0,1,286.86,2,2,2,Champion
517937261,0,1,188.73,2,2,1,Loyal
517941870,0,1,154.41,2,2,1,Loyal
517944904,0,1,171.56,2,2,1,Loyal
517946092,0,3,929.29,2,2,2,Champion
517950566,0,1,278.54,2,2,2,Champion
517953667,0,1,39.62,2,2,1,Loyal
517956031,0,1,248.62,2,2,1,Loyal
517975408,0,1,130.73,2,2,1,Loyal
517977767,0,3,317.09999999999997,2,2,2,Champion
517988817,0,1,174.45,2,2,1,Loyal
517990795,0,4,2254.5299999999997,2,2,2,Champion
517993889,0,1,189.82,2,2,1,Loyal
518014417,0,2,44.78,2,2,1,Loyal
518014715,0,1,130.76,2,2,1,Loyal
518018676,0,1,185.71,2,2,1,Loyal
518029824,0,1,154.39,2,2,1,Loyal
518029930,0,1,450.46,2,2,2,Champion
518034920,0,1,787.11,2,2,2,Champion
518044530,0,4,950.86,2,2,2,Champion
518045212,0,1,115.75,2,2,1,Loyal
518048966,0,1,130.76,2,2,1,Loyal
518052184,0,1,23.14,2,2,1,Loyal
518063002,0,1,278.54,2,2,2,Champion
518077144,0,1,141.29,2,2,1,Loyal
518078166,0,1,109.36,2,2,1,Loyal
518102120,0,1,25.71,2,2,1,Loyal
518105307,0,1,427.01,2,2,2,Champion
518108841,0,3,169.26999999999998,2,2,1,Loyal
518115010,0,3,1082.99,2,2,2,Champion
518124141,0,1,808.27,2,2,2,Champion
518147625,0,1,43.24,2,2,1,Loyal
518187663,0,1,130.62,2,2,1,Loyal
518196291,0,3,2410.32,2,2,2,Champion
518198365,0,1,68.0,2,2,1,Loyal
518261941,0,1,161.93,2,2,1,Loyal
518264719,0,1,91.12,2,2,1,Loyal
518267951,0,1,10.27,2,2,1,Loyal
518274505,0,1,133.67,2,2,1,Loyal
518277157,0,1,278.54,2,2,2,Champion
518292326,0,1,22.39,2,2,1,Loyal
518292601,0,1,69.47,2,2,1,Loyal
518298958,0,1,231.64,2,2,1,Loyal
518305189,0,1,738.39,2,2,2,Champion
518306066,0,1,33.44,2,2,1,Loyal
518309513,0,4,553.1800000000001,2,2,2,Champion
518322731,0,1,388.68,2,2,2,Champion
518326271,0,2,1563.76,2,2,2,Champion
518326640,0,3,1258.8000000000002,2,2,2,Champion
518326793,0,1,93.75,2,2,1,Loyal
518328092,0,1,257.2,2,2,2,Champion
518328997,0,4,522.92,2,2,2,Champion
518343446,0,1,130.76,2,2,1,Loyal
518347246,0,1,388.43,2,2,2,Champion
518351586,0,1,100.12,2,2,1,Loyal
518365006,0,1,130.7,2,2,1,Loyal
518369443,0,1,208.12,2,2,1,Loyal
518372699,0,1,130.7,2,2,1,Loyal
518372935,0,1,738.61,2,2,2,Champion
518374122,0,1,694.48,2,2,2,Champion
518377026,0,1,259.98,2,2,2,Champion
518381498,0,1,464.06,2,2,2,Champion
518381623,0,2,407.48,2,2,2,Champion
518413114,0,1,164.71,2,2,1,Loyal
518419032,0,1,286.68,2,2,2,Champion
518427651,0,1,97.81,2,2,1,Loyal
518428796,0,1,368.04,2,2,2,Champion
518431897,0,2,69.45,2,2,1,Loyal
518459006,0,1,738.61,2,2,2,Champion
518463311,0,1,1415.48,2,2,2,Champion
518471630,0,1,360.08,2,2,2,Champion
518475370,0,1,130.7,2,2,1,Loyal
518479938,0,1,254.76,2,2,2,Champion
518486424,0,1,80.33,2,2,1,Loyal
518488095,0,1,823.68,2,2,2,Champion
518489450,0,1,476.18,2,2,2,Champion
518490898,0,1,130.7,2,2,1,Loyal
518494067,0,1,43.66,2,2,1,Loyal
518498950,0,1,286.86,2,2,2,Champion
518502334,0,1,95.21,2,2,1,Loyal
518518709,0,1,257.04,2,2,2,Champion
518522957,0,1,205.5,2,2,1,Loyal
518526959,0,1,787.11,2,2,2,Champion
518537539,0,1,22.39,2,2,1,Loyal
518554935,0,3,496.52,2,2,2,Champion
518558162,0,1,130.7,2,2,1,Loyal
518562310,0,3,917.5899999999999,2,2,2,Champion
518563797,0,1,130.7,2,2,1,Loyal
518565207,0,3,186.93,2,2,1,Loyal
518567988,0,1,96.53,2,2,1,Loyal
518586902,0,1,463.31,2,2,2,Champion
518590286,0,2,2388.7200000000003,2,2,2,Champion
518599877,0,1,1634.51,2,2,2,Champion
518610361,0,1,7.7,2,2,1,Loyal
518611645,0,1,311.84,2,2,2,Champion
518612210,0,1,464.08,2,2,2,Champion
518615034,0,8,7804.5,2,2,2,Champion
518617024,0,1,993.33,2,2,2,Champion
518619616,0,4,611.0799999999999,2,2,2,Champion
518626190,0,4,268.04,2,2,2,Champion
518626299,0,2,349.56,2,2,2,Champion
518632480,0,1,13.98,2,2,1,Loyal
518633335,0,4,847.6,2,2,2,Champion
518634798,0,1,388.43,2,2,2,Champion
518637161,0,1,39.87,2,2,1,Loyal
518637973,0,1,134.41,2,2,1,Loyal
518638658,0,2,8.04,2,2,1,Loyal
518644245,0,1,153.04,2,2,1,Loyal
518644466,0,1,161.93,2,2,1,Loyal
518645000,0,4,742.83,2,2,2,Champion
518645197,0,1,134.41,2,2,1,Loyal
518645809,0,1,587.53,2,2,2,Champion
518648622,0,1,259.98,2,2,2,Champion
518650225,0,7,3751.6400000000003,2,2,2,Champion
518652131,0,1,1416.46,2,2,2,Champion
518653980,0,1,334.6,2,2,2,Champion
518655525,0,1,587.53,2,2,2,Champion
518657508,0,1,1415.48,2,2,2,Champion
518659909,0,1,130.73,2,2,1,Loyal
518660913,0,1,80.83,2,2,1,Loyal
518663539,0,1,161.93,2,2,1,Loyal
518663764,0,1,1209.53,2,2,2,Champion
518667476,0,1,34.75,2,2,1,Loyal
518668166,0,1,130.7,2,2,1,Loyal
518669994,0,1,1747.79,2,2,2,Champion
518674655,0,1,286.35,2,2,2,Champion
518679812,0,1,48.14,2,2,1,Loyal
518681589,0,1,710.25,2,2,2,Champion
518690719,0,2,334.53,2,2,2,Champion
518695276,0,1,130.76,2,2,1,Loyal
518696096,0,1,185.71,2,2,1,Loyal
518701360,0,1,67.76,2,2,1,Loyal
518705939,0,1,256.88,2,2,2,Champion
518706589,0,1,8.88,2,2,1,Loyal
518707545,0,1,975.57,2,2,2,Champion
518712460,0,1,43.24,2,2,1,Loyal
518714178,0,1,161.93,2,2,1,Loyal
518715731,0,1,1541.87,2,2,2,Champion
518717463,0,1,90.07,2,2,1,Loyal
518719116,0,1,1286.75,2,2,2,Champion
518719764,0,1,254.76,2,2,2,Champion
518720155,0,2,149.24,2,2,1,Loyal
518727989,0,1,435.78,2,2,2,Champion
518728136,0,1,161.93,2,2,1,Loyal
518728937,0,1,1415.48,2,2,2,Champion
518730189,0,1,975.57,2,2,2,Champion
518731886,0,1,119.69,2,2,1,Loyal
518732258,0,1,64.32,2,2,1,Loyal
518733077,0,1,746.29,2,2,2,Champion
518733944,0,1,59.18,2,2,1,Loyal
518735320,0,1,311.84,2,2,2,Champion
518740425,0,1,19.54,2,2,1,Loyal
518741024,0,1,975.57,2,2,2,Champion
518743137,0,1,254.76,2,2,2,Champion
518746424,0,1,248.89,2,2,1,Loyal
518746541,0,2,951.48,2,2,2,Champion
518748102,0,1,25.71,2,2,1,Loyal
518748277,0,3,495.43,2,2,2,Champion
518749285,0,1,1205.18,2,2,2,Champion
518753889,0,1,187.65,2,2,1,Loyal
518757107,0,1,197.52,2,2,1,Loyal
518760708,0,1,64.09,2,2,1,Loyal
518767148,0,2,509.52,2,2,2,Champion
518767433,0,2,2018.97,2,2,2,Champion
518773214,0,1,23.14,2,2,1,Loyal
518773898,0,3,794.48,2,2,2,Champion
518778327,0,1,1747.79,2,2,2,Champion
518780379,0,1,738.39,2,2,2,Champion
518782778,0,1,55.39,2,2,1,Loyal
518782857,0,3,1381.74,2,2,2,Champion
518785860,0,1,514.76,2,2,2,Champion
518790054,0,1,179.35,2,2,1,Loyal
518792802,0,3,787.9200000000001,2,2,2,Champion
518794940,0,1,1286.75,2,2,2,Champion
518796794,0,1,153.15,2,2,1,Loyal
518797445,0,2,416.24,2,2,2,Champion
518799473,0,1,1052.79,2,2,2,Champion
518806322,0,1,136.43,2,2,1,Loyal
518808538,0,1,49.81,2,2,1,Loyal
518810528,0,1,310.37,2,2,2,Champion
518821515,0,1,90.35,2,2,1,Loyal
518824855,0,1,92.13,2,2,1,Loyal
518827118,0,1,345.39,2,2,2,Champion
518837846,0,1,185.08,2,2,1,Loyal
518840837,0,6,2112.67,2,2,2,Champion
518859791,0,1,107.8,2,2,1,Loyal
518864043,0,1,130.76,2,2,1,Loyal
518877125,0,1,348.53,2,2,2,Champion
518877233,0,1,95.01,2,2,1,Loyal
518885182,0,1,92.64,2,2,1,Loyal
518885811,0,1,254.26,2,2,1,Loyal
518887999,0,1,395.1,2,2,2,Champion
518895009,0,3,723.54,2,2,2,Champion
518895146,0,1,188.73,2,2,1,Loyal
518895149,0,1,185.7,2,2,1,Loyal
518900115,0,1,231.64,2,2,1,Loyal
518904035,0,1,514.76,2,2,2,Champion
518905174,0,1,188.73,2,2,1,Loyal
518907987,0,1,68.0,2,2,1,Loyal
518917238,0,2,375.62,2,2,2,Champion
518942602,0,1,130.7,2,2,1,Loyal
518953477,0,1,161.93,2,2,1,Loyal
518957139,0,1,746.22,2,2,2,Champion
518962372,0,1,177.2,2,2,1,Loyal
518965560,0,1,256.45,2,2,2,Champion
518968722,0,4,742.84,2,2,2,Champion
518971487,0,2,1049.9299999999998,2,2,2,Champion
518999671,0,3,485.09,2,2,2,Champion
519004651,0,1,174.75,2,2,1,Loyal
519010734,0,1,286.86,2,2,2,Champion
519022529,0,1,738.39,2,2,2,Champion
519034566,0,3,1449.07,2,2,2,Champion
519035335,0,1,388.43,2,2,2,Champion
519035885,0,1,51.22,2,2,1,Loyal
519036132,0,1,453.27,2,2,2,Champion
519040494,0,2,180.7,2,2,1,Loyal
519040552,0,1,1413.16,2,2,2,Champion
519042986,0,1,22.39,2,2,1,Loyal
519047492,0,1,733.81,2,2,2,Champion
519049806,0,1,197.43,2,2,1,Loyal
519058549,0,1,149.01,2,2,1,Loyal
519058946,0,9,14358.17,2,2,2,Champion
519064956,0,1,1415.48,2,2,2,Champion
519068726,0,1,128.45,2,2,1,Loyal
519069004,0,1,256.12,2,2,2,Champion
519072328,0,1,33.43,2,2,1,Loyal
519079766,0,1,460.5,2,2,2,Champion
519082953,0,1,1012.77,2,2,2,Champion
519083227,0,2,590.98,2,2,2,Champion
519084649,0,1,130.76,2,2,1,Loyal
519092869,0,1,383.51,2,2,2,Champion
519095548,0,1,188.73,2,2,1,Loyal
519099781,0,1,161.93,2,2,1,Loyal
519104241,0,1,118.15,2,2,1,Loyal
519106044,0,1,579.68,2,2,2,Champion
519111408,0,1,43.76,2,2,1,Loyal
519115275,0,1,963.27,2,2,2,Champion
519116650,0,1,738.39,2,2,2,Champion
519123981,0,1,25.71,2,2,1,Loyal
519125255,0,1,64.08,2,2,1,Loyal
519137984,0,1,130.7,2,2,1,Loyal
519139862,0,1,286.86,2,2,2,Champion
519149809,0,1,1335.63,2,2,2,Champion
519157825,0,1,975.57,2,2,2,Champion
519159282,0,1,101.93,2,2,1,Loyal
519160943,0,1,230.89,2,2,1,Loyal
519170395,0,1,64.08,2,2,1,Loyal
519173093,0,1,185.08,2,2,1,Loyal
519173171,0,1,161.93,2,2,1,Loyal
519173267,0,1,35.01,2,2,1,Loyal
519176948,0,1,133.67,2,2,1,Loyal
519193930,0,2,1951.14,2,2,2,Champion
519194101,0,1,111.79,2,2,1,Loyal
519204077,0,1,308.63,2,2,2,Champion
519204256,0,2,1951.14,2,2,2,Champion
519206328,0,1,16.13,2,2,1,Loyal
519206345,0,1,161.93,2,2,1,Loyal
519210667,0,1,22.39,2,2,1,Loyal
519213749,0,1,230.89,2,2,1,Loyal
519217572,0,1,64.33,2,2,1,Loyal
519225398,0,1,1747.79,2,2,2,Champion
519226130,0,1,62.94,2,2,1,Loyal
519226390,0,1,1181.5,2,2,2,Champion
519234503,0,1,314.53,2,2,2,Champion
519235220,0,3,463.08000000000004,2,2,2,Champion
519236625,0,1,22.39,2,2,1,Loyal
519239396,0,2,1933.1,2,2,2,Champion
519246337,0,1,48.91,2,2,1,Loyal
519255635,0,1,514.76,2,2,2,Champion
519258670,0,1,957.53,2,2,2,Champion
519259003,0,1,1012.19,2,2,2,Champion
519261607,0,1,115.41,2,2,1,Loyal
519262835,0,1,130.76,2,2,1,Loyal
519267393,0,1,292.79,2,2,2,Champion
519267944,0,1,514.76,2,2,2,Champion
519280094,0,1,975.57,2,2,2,Champion
519282157,0,2,565.4200000000001,2,2,2,Champion
519282268,0,1,231.64,2,2,1,Loyal
519283385,0,1,174.52,2,2,1,Loyal
519283776,0,1,10.27,2,2,1,Loyal
519288127,0,1,176.3,2,2,1,Loyal
519290142,0,1,229.32,2,2,1,Loyal
519295897,0,2,2828.6400000000003,2,2,2,Champion
519311105,0,1,111.79,2,2,1,Loyal
519313141,0,1,179.67,2,2,1,Loyal
519319416,0,1,28.83,2,2,1,Loyal
519322007,0,2,332.38,2,2,2,Champion
519335991,0,1,339.75,2,2,2,Champion
519345287,0,1,329.22,2,2,2,Champion
519393154,0,1,579.17,2,2,2,Champion
519405363,0,2,1051.9099999999999,2,2,2,Champion
519408904,0,1,130.7,2,2,1,Loyal
519409234,0,1,142.86,2,2,1,Loyal
519421448,0,3,19.490000000000002,2,2,1,Loyal
519437367,0,1,174.46,2,2,1,Loyal
519440228,0,1,161.93,2,2,1,Loyal
519447490,0,1,1415.48,2,2,2,Champion
519447668,0,1,787.18,2,2,2,Champion
519459893,0,1,1747.79,2,2,2,Champion
519473836,0,1,258.18,2,2,2,Champion
519479877,0,1,66.89,2,2,1,Loyal
519484978,0,5,896.8199999999999,2,2,2,Champion
